id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Grade
16869,GP,F,16,U,GT3,T,3,0,services,other,home,mother,2,1,0,yes,yes,no,yes,no,yes,no,no,3,1,1,5,4,2,3,16,12,9
16870,GP,F,15,R,GT3,T,0,1,at_home,health,reputation,other,3,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,2,2,1,3,3,13,13,9
16871,GP,M,16,U,LE3,A,3,3,other,services,other,mother,3,0,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,4,3,0,15,10,9
16872,GP,F,16,R,LE3,T,3,1,other,services,home,mother,4,3,0,no,yes,yes,no,yes,yes,yes,yes,3,2,2,3,1,4,0,16,12,11
16873,MS,M,14,U,LE3,T,3,3,teacher,other,other,mother,1,2,1,yes,yes,yes,no,yes,yes,no,yes,5,4,4,2,1,4,0,19,13,8
16874,MS,M,17,U,LE3,T,2,2,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,3,1,4,0,8,11,9
16875,GP,M,14,U,GT3,T,4,2,other,other,course,other,4,2,0,yes,no,no,yes,yes,yes,yes,no,5,2,1,1,1,3,3,13,16,9
16876,GP,F,16,U,LE3,T,3,2,other,health,reputation,mother,2,2,0,no,yes,yes,no,yes,no,no,no,5,3,5,1,0,1,2,12,9,9
16877,MS,M,16,R,GT3,T,3,4,at_home,other,course,mother,1,0,0,no,no,yes,no,yes,yes,yes,no,4,2,3,1,2,4,14,15,13,8
16878,GP,M,16,U,LE3,T,3,1,other,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,1,2,2,13,17,9
16879,GP,F,17,U,LE3,T,4,0,at_home,other,course,father,1,4,0,no,yes,no,no,yes,yes,yes,yes,3,3,2,1,1,4,0,15,16,14
16880,GP,F,17,U,LE3,T,3,1,services,other,course,other,1,1,0,no,no,no,no,yes,yes,no,no,4,3,1,2,3,1,1,7,14,9
16881,GP,F,15,R,LE3,T,4,2,teacher,teacher,course,mother,1,2,0,no,yes,yes,yes,yes,no,yes,yes,4,4,1,1,3,0,1,12,9,9
16882,GP,F,15,U,GT3,T,2,1,teacher,other,other,mother,1,1,0,no,yes,no,no,no,yes,no,yes,3,3,1,3,0,4,4,9,14,8
16883,MS,F,17,U,GT3,T,1,1,other,health,home,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,5,0,1,1,0,4,0,13,16,8
16884,GP,F,16,U,LE3,T,4,3,other,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,no,4,2,1,1,4,4,0,14,12,9
16885,MS,F,16,U,LE3,T,3,3,at_home,services,course,mother,1,3,0,no,yes,yes,yes,yes,no,yes,yes,4,3,2,1,1,4,0,16,7,10
16886,MS,F,14,U,LE3,T,2,4,at_home,other,other,mother,2,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,4,0,14,14,9
16887,GP,F,14,U,GT3,T,4,1,services,at_home,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,0,1,6,0,4,0,17,14,9
16888,MS,F,17,U,GT3,T,2,1,other,health,home,mother,2,1,0,yes,no,no,yes,yes,yes,yes,no,4,3,1,3,0,4,3,12,18,9
16889,GP,M,18,R,GT3,T,3,2,teacher,health,home,father,4,0,0,yes,yes,no,no,no,yes,no,yes,4,0,3,1,1,3,4,15,18,9
16890,GP,F,16,R,GT3,T,1,2,at_home,other,reputation,father,2,0,0,yes,yes,no,yes,no,yes,yes,yes,3,4,3,1,0,3,1,10,14,8
16891,MS,F,15,U,LE3,A,3,1,teacher,teacher,course,mother,4,1,0,yes,yes,no,yes,yes,no,yes,yes,5,2,1,6,1,4,1,14,15,8
16892,GP,F,16,U,GT3,A,3,1,other,other,home,father,1,1,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,0,0,0,16,15,9
16893,MS,F,15,U,GT3,T,3,1,at_home,teacher,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,0,1,0,18,17,9
16894,GP,M,14,U,GT3,T,4,2,other,other,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,2,1,3,0,3,2,18,6,9
16895,GP,M,15,U,GT3,T,2,0,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,3,4,0,3,1,0,1,16,15,9
16896,GP,F,14,U,GT3,T,3,3,other,teacher,other,other,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,2,3,2,1,11,12,9
16897,GP,M,17,U,GT3,T,4,2,services,health,home,other,1,0,0,no,yes,yes,no,no,yes,yes,no,3,2,1,1,2,4,0,14,0,9
16898,MS,M,16,U,GT3,A,2,2,services,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,2,4,0,1,1,4,4,15,12,9
16899,GP,M,15,U,LE3,T,4,3,other,services,home,other,2,0,0,yes,yes,no,yes,no,yes,yes,no,5,2,1,1,1,4,0,16,6,9
16900,GP,M,14,U,GT3,A,4,4,at_home,services,course,mother,1,4,0,no,no,no,yes,yes,yes,yes,yes,5,2,2,6,3,4,0,18,13,14
16901,GP,M,14,U,GT3,A,2,0,health,services,course,mother,1,0,0,yes,yes,no,no,yes,yes,no,no,4,3,2,0,2,4,3,10,12,8
16902,GP,M,17,U,GT3,T,2,3,other,other,reputation,other,1,0,1,no,yes,yes,yes,yes,no,yes,no,5,0,4,1,2,3,0,10,16,7
16903,GP,M,14,U,GT3,T,4,3,other,health,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,3,1,4,4,17,16,9
16904,GP,M,18,R,LE3,T,3,1,health,other,course,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,4,0,1,0,1,1,17,18,11
16905,GP,F,16,R,GT3,T,3,1,other,teacher,other,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,4,4,2,3,2,10,19,10,8
16906,GP,F,14,U,LE3,T,2,0,other,other,home,mother,1,4,0,no,yes,yes,no,yes,no,yes,yes,5,3,4,4,6,1,0,14,13,13
16907,GP,F,16,U,GT3,A,1,1,teacher,other,course,mother,5,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,1,1,0,2,0,13,10,9
16908,MS,M,17,U,LE3,T,4,0,teacher,services,home,mother,1,0,0,no,yes,no,no,no,yes,yes,yes,4,0,1,2,2,4,0,20,7,9
16909,MS,F,17,U,GT3,T,3,1,other,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,2,4,1,4,2,0,20,13,9
16910,GP,M,14,U,GT3,T,2,0,services,teacher,reputation,mother,0,0,0,no,yes,no,yes,no,yes,no,no,4,4,5,6,2,3,0,12,11,9
16911,GP,M,16,U,GT3,T,2,0,other,health,course,other,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,1,1,1,4,0,13,8,9
16912,GP,F,18,R,GT3,T,1,2,at_home,teacher,course,mother,2,1,0,no,no,yes,no,no,yes,yes,yes,2,2,4,1,1,4,0,16,14,9
16913,GP,F,16,U,LE3,T,1,2,health,at_home,course,other,2,1,2,yes,yes,no,yes,no,yes,no,no,3,4,3,2,4,4,8,12,8,6
16914,GP,F,16,R,GT3,T,3,0,other,at_home,reputation,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,1,3,3,3,3,19,18,9
16915,GP,F,14,U,GT3,A,3,3,at_home,services,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,0,2,3,1,1,1,21,12,9
16916,GP,F,16,U,LE3,T,3,1,other,other,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,5,4,1,0,1,1,1,15,3,11
16917,MS,F,17,U,GT3,T,3,2,services,other,reputation,other,2,0,0,no,no,no,yes,yes,no,yes,no,3,3,3,1,1,5,0,16,15,8
16918,GP,M,14,U,LE3,T,4,1,other,other,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,5,2,3,0,12,12,10
16919,GP,M,16,U,LE3,T,4,1,other,other,home,mother,0,1,0,no,yes,no,yes,yes,yes,yes,yes,4,1,3,1,1,3,4,15,15,9
16920,GP,M,16,U,GT3,A,3,1,at_home,teacher,course,other,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,2,1,12,7,9
16921,GP,F,16,R,LE3,T,4,2,health,services,home,other,1,1,0,no,yes,no,no,yes,yes,yes,no,4,0,2,0,2,3,2,14,15,9
16922,GP,F,18,U,LE3,T,2,1,teacher,other,home,other,1,2,0,no,yes,no,no,yes,yes,yes,no,3,0,3,5,1,2,0,17,10,9
16923,GP,F,16,U,LE3,T,3,1,teacher,teacher,course,mother,1,2,0,no,yes,no,no,yes,no,yes,no,4,4,0,1,0,4,0,15,10,9
16924,GP,F,17,U,LE3,T,2,2,other,services,course,mother,1,2,0,no,yes,no,no,yes,no,yes,no,3,3,3,2,1,3,2,14,11,8
16925,GP,F,16,U,GT3,T,2,3,services,other,course,father,2,1,0,no,yes,no,no,no,yes,yes,yes,4,2,1,5,4,4,0,17,11,9
16926,GP,F,16,U,GT3,T,4,2,other,other,course,mother,1,2,0,yes,yes,no,no,yes,no,yes,no,4,2,5,6,1,4,0,15,12,9
16927,MS,M,15,U,GT3,T,2,0,other,services,course,mother,4,3,0,yes,no,no,no,no,yes,yes,yes,4,4,2,2,0,1,0,13,9,11
16928,GP,M,15,U,GT3,A,4,2,at_home,health,home,mother,4,0,0,no,yes,no,no,yes,no,no,yes,3,3,3,2,4,4,1,11,16,8
16929,MS,F,16,U,LE3,T,3,1,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,3,4,1,3,4,0,15,10,9
16930,MS,F,18,R,LE3,T,1,0,other,other,course,mother,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,1,1,5,1,1,16,13,8
16931,MS,F,16,R,GT3,T,2,2,at_home,services,other,mother,0,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,1,5,1,0,1,12,13,9
16932,MS,M,16,U,GT3,T,2,0,other,services,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,0,1,6,4,8,15,17,10
16933,GP,F,16,U,LE3,A,0,1,teacher,health,home,mother,1,0,0,yes,yes,no,no,yes,yes,yes,yes,5,3,4,1,4,4,0,15,16,8
16934,MS,F,14,U,GT3,T,2,2,at_home,other,course,mother,2,0,0,no,yes,no,no,yes,no,yes,yes,5,3,1,1,4,4,0,14,13,8
16935,MS,F,18,U,GT3,T,4,1,at_home,other,home,mother,2,0,2,no,yes,no,no,no,yes,yes,no,5,4,4,2,4,0,0,13,10,7
16936,GP,F,17,U,GT3,T,3,3,at_home,other,course,other,2,0,0,no,yes,no,no,yes,yes,no,yes,4,1,4,1,1,2,1,13,9,9
16937,GP,F,15,U,GT3,T,0,3,at_home,at_home,course,father,2,2,0,no,yes,no,yes,no,yes,yes,no,5,4,2,1,1,3,0,16,10,9
16938,GP,M,16,U,LE3,T,3,1,other,services,home,mother,1,3,0,no,yes,no,yes,yes,no,yes,yes,3,3,2,1,2,5,0,19,11,10
16939,GP,F,16,U,GT3,T,4,1,other,other,course,father,4,1,0,no,yes,no,yes,no,yes,yes,yes,5,2,2,1,3,4,0,15,11,9
16940,GP,F,16,U,GT3,T,2,2,health,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,4,3,1,5,1,4,2,11,8,9
16941,MS,F,15,U,GT3,T,4,1,teacher,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,3,2,1,2,2,4,0,12,15,9
16942,GP,M,17,U,GT3,T,3,1,teacher,other,course,other,1,3,0,yes,yes,no,no,yes,yes,no,no,4,1,3,1,1,1,1,15,13,11
16943,GP,M,16,U,GT3,T,3,1,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,2,1,0,5,1,4,7,15,17,9
16944,GP,F,14,U,LE3,A,1,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,5,2,4,2,12,12,9
16945,MS,F,14,U,GT3,T,4,1,other,other,course,mother,3,2,0,no,no,yes,no,yes,no,yes,yes,2,3,0,2,4,1,1,14,5,9
16946,GP,F,15,U,LE3,T,1,1,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,2,1,4,10,15,18,8
16947,GP,F,19,R,LE3,A,2,2,at_home,at_home,reputation,mother,0,1,3,yes,yes,no,yes,yes,yes,yes,yes,5,3,3,1,3,4,1,11,14,6
16948,GP,F,14,R,GT3,T,4,1,at_home,health,course,mother,2,2,0,no,yes,no,no,yes,no,yes,no,4,4,0,4,2,3,1,16,12,9
16949,MS,F,14,U,LE3,T,2,2,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,3,5,1,3,0,13,9,9
16950,GP,F,16,U,LE3,A,3,3,services,at_home,home,mother,1,1,0,yes,yes,no,no,yes,no,yes,no,4,5,4,1,1,3,0,14,16,8
16951,MS,M,17,U,GT3,T,2,3,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,5,3,1,1,4,4,2,18,14,9
16952,GP,M,16,R,LE3,T,3,1,at_home,teacher,course,father,2,2,0,no,yes,no,no,yes,no,yes,no,4,3,2,1,2,3,1,15,15,9
16953,MS,F,17,U,LE3,T,1,0,health,teacher,home,other,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,2,2,1,1,4,4,14,16,8
16954,GP,M,17,U,LE3,T,2,0,other,at_home,home,other,4,4,0,no,no,no,no,yes,yes,no,no,5,2,3,1,3,3,0,11,16,13
16955,GP,F,16,U,LE3,T,0,0,at_home,other,course,mother,1,1,0,no,yes,no,no,no,no,yes,no,3,3,1,6,2,3,2,19,10,7
16956,GP,M,15,U,LE3,T,4,1,at_home,other,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,4,2,1,2,3,0,9,6,10
16957,GP,F,16,U,LE3,T,2,1,services,other,course,other,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,2,1,4,0,12,14,9
16958,GP,M,14,U,GT3,T,3,1,teacher,other,reputation,mother,1,1,0,no,no,yes,yes,no,yes,no,yes,5,4,4,3,0,3,3,19,10,9
16959,GP,F,16,U,LE3,T,3,2,services,services,course,mother,5,3,0,no,yes,no,no,no,yes,no,no,4,1,2,1,4,4,1,18,8,11
16960,GP,M,16,U,LE3,T,4,2,other,teacher,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,4,5,0,3,0,12,17,9
16961,GP,F,14,R,GT3,T,4,3,other,services,reputation,other,1,3,0,no,yes,yes,no,yes,no,yes,no,4,1,1,1,4,3,0,16,13,10
16962,GP,M,14,R,GT3,A,4,1,at_home,teacher,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,2,1,1,3,4,4,10,16,9
16963,GP,M,15,U,GT3,T,0,3,services,teacher,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,2,4,1,12,14,9
16964,GP,M,16,R,GT3,T,2,1,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,1,3,2,5,2,4,3,14,12,11
16965,GP,F,14,U,LE3,T,3,4,other,other,home,mother,2,4,0,no,yes,yes,no,yes,yes,yes,yes,3,4,1,1,2,1,2,16,9,14
16966,MS,M,17,U,GT3,T,3,2,at_home,other,reputation,mother,2,4,0,yes,yes,yes,no,no,no,yes,yes,4,3,2,1,2,3,0,14,14,13
16967,GP,M,17,R,GT3,T,1,0,services,other,other,mother,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,2,4,4,1,3,1,11,5,8
16968,GP,M,15,U,LE3,T,3,0,teacher,other,home,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,0,5,5,1,0,2,12,12,9
16969,GP,M,15,U,LE3,T,2,1,other,other,course,other,3,1,0,no,yes,no,no,no,yes,yes,no,4,3,1,2,2,0,0,19,19,9
16970,GP,M,17,U,GT3,T,2,0,services,services,home,mother,1,2,0,no,no,no,no,yes,no,yes,no,3,3,1,1,1,2,0,9,10,8
16971,GP,F,14,R,GT3,T,2,2,at_home,other,course,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,0,1,5,4,3,16,6,9
16972,MS,F,17,U,GT3,T,2,0,other,health,home,mother,1,2,0,yes,yes,no,yes,no,yes,yes,no,3,4,2,1,2,2,0,18,15,9
16973,MS,M,16,U,GT3,T,4,1,other,services,course,mother,2,1,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,4,0,17,5,9
16974,GP,F,16,U,GT3,T,4,1,teacher,other,home,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,3,4,15,10,11
16975,GP,M,16,U,LE3,T,3,3,services,other,course,mother,2,1,1,no,yes,no,no,yes,no,no,yes,4,4,2,2,1,1,2,13,13,7
16976,GP,F,17,R,GT3,T,3,2,teacher,at_home,course,mother,2,3,1,yes,no,yes,no,yes,no,yes,no,1,2,4,1,1,4,0,4,13,9
16977,MS,F,17,R,GT3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,no,yes,4,2,4,1,2,4,0,14,11,10
16978,GP,M,17,R,GT3,T,0,3,teacher,teacher,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,0,1,1,2,4,0,16,19,9
16979,MS,F,17,U,GT3,T,3,2,at_home,at_home,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,2,0,3,4,0,16,15,9
16980,GP,M,15,U,GT3,T,3,0,other,other,course,mother,2,2,1,yes,yes,no,no,yes,yes,no,no,4,5,0,1,1,1,1,15,14,8
16981,GP,F,17,R,GT3,T,2,1,other,other,course,mother,0,4,0,yes,yes,no,no,no,yes,yes,no,4,3,2,1,3,4,3,13,7,13
16982,MS,M,14,U,GT3,T,1,0,services,teacher,course,father,1,0,0,no,yes,no,no,yes,yes,yes,no,4,3,1,6,1,4,9,11,16,8
16983,GP,M,15,U,GT3,T,3,2,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,yes,2,0,4,1,2,3,0,15,11,9
16984,GP,M,17,U,GT3,T,1,2,other,services,other,mother,2,1,0,yes,no,no,no,no,yes,yes,no,4,2,2,1,2,4,1,11,9,8
16985,MS,F,16,U,LE3,T,2,2,health,other,course,mother,2,1,0,no,no,no,no,yes,yes,no,yes,5,2,5,1,1,4,2,18,13,9
16986,MS,F,14,U,GT3,T,4,3,at_home,other,other,mother,2,2,0,no,no,no,yes,no,yes,yes,yes,4,1,4,1,0,4,2,12,12,10
16987,GP,M,16,U,GT3,T,1,1,other,other,home,mother,1,1,0,no,yes,no,yes,yes,no,yes,no,3,3,2,1,1,4,0,10,14,8
16988,GP,F,16,U,GT3,T,4,0,other,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,4,1,1,4,4,0,14,12,10
16989,GP,F,14,U,GT3,T,4,1,at_home,other,course,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,3,2,3,1,1,3,0,10,19,10
16990,MS,M,16,U,GT3,T,1,0,health,other,home,mother,2,1,0,yes,no,no,no,no,yes,no,no,4,4,3,1,1,3,0,15,7,8
16991,GP,M,17,U,GT3,T,2,3,at_home,other,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,3,17,13,13,8
16992,GP,M,16,U,GT3,T,3,3,other,health,course,other,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,1,2,0,0,0,15,9,8
16993,MS,M,14,U,LE3,T,2,2,at_home,services,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,2,1,2,5,3,1,22,12,14,8
16994,GP,F,16,U,LE3,T,3,1,at_home,services,home,mother,3,0,0,no,yes,no,yes,no,no,yes,no,3,2,3,2,4,1,10,12,8,8
16995,GP,F,18,U,LE3,T,3,1,other,teacher,reputation,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,1,2,4,0,19,14,9
16996,GP,M,14,U,GT3,T,3,2,teacher,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,2,1,1,4,2,18,8,9
16997,MS,F,14,U,LE3,T,4,3,other,teacher,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,4,1,5,4,5,15,9,9
16998,GP,F,14,U,GT3,T,1,2,at_home,at_home,home,father,1,1,0,no,yes,no,yes,yes,no,no,no,2,3,1,1,1,2,0,13,10,8
16999,GP,F,17,U,GT3,T,1,2,at_home,other,course,father,1,2,0,yes,yes,no,yes,no,yes,no,no,4,4,3,6,0,4,0,11,9,9
17000,GP,F,14,U,GT3,T,1,2,services,services,home,other,2,1,0,no,no,no,no,yes,yes,yes,yes,5,1,3,1,1,1,0,13,18,9
17001,GP,F,16,U,GT3,T,0,2,at_home,other,course,father,2,1,0,yes,no,yes,no,yes,yes,yes,no,3,2,1,2,0,5,0,5,10,8
17002,GP,F,15,U,GT3,T,0,3,services,at_home,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,5,1,1,2,1,0,1,13,15,10
17003,MS,M,18,U,GT3,T,3,4,health,services,home,other,2,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,2,1,1,2,1,10,17,14
17004,GP,F,15,U,LE3,T,2,3,other,services,home,other,2,2,0,no,yes,no,no,yes,no,yes,yes,4,0,3,1,2,1,0,10,8,9
17005,MS,F,16,U,GT3,A,1,3,at_home,health,home,mother,3,1,0,yes,yes,yes,no,yes,yes,yes,no,4,2,3,1,3,4,0,15,16,9
17006,MS,M,14,U,GT3,T,3,1,health,at_home,course,mother,5,0,0,no,no,no,yes,yes,yes,yes,no,5,5,4,2,0,4,0,15,11,9
17007,MS,F,17,R,LE3,A,2,0,health,at_home,reputation,other,5,0,0,no,no,yes,yes,no,yes,no,yes,4,3,2,2,2,2,2,20,11,8
17008,MS,M,17,U,GT3,T,4,4,health,services,course,mother,1,1,0,no,yes,yes,no,yes,no,yes,yes,3,3,1,3,3,4,0,10,17,8
17009,GP,F,16,U,LE3,T,2,1,other,services,course,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,0,1,5,2,1,9,15,12,9
17010,GP,F,16,R,GT3,T,3,2,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,4,1,4,10,15,9
17011,MS,F,15,U,GT3,T,3,2,at_home,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,1,1,1,1,0,13,15,9
17012,MS,M,16,U,LE3,A,4,3,at_home,teacher,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,4,5,3,2,1,4,4,16,8,9
17013,MS,M,14,R,GT3,A,4,2,services,health,home,father,1,2,0,no,no,yes,no,no,no,yes,yes,3,4,2,3,1,4,0,8,9,9
17014,GP,F,14,U,LE3,T,2,2,services,at_home,reputation,mother,0,2,2,yes,yes,no,no,no,yes,yes,no,4,1,1,1,0,2,0,15,8,7
17015,MS,F,14,R,GT3,T,1,1,teacher,other,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1,2,4,1,14,15,9
17016,GP,M,16,U,GT3,T,4,3,teacher,health,home,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,2,1,1,3,1,3,11,12,9
17017,GP,M,15,R,LE3,A,4,2,other,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,5,2,2,1,2,3,3,18,6,9
17018,GP,M,16,U,GT3,T,2,2,teacher,other,course,mother,1,0,0,no,no,no,no,yes,yes,yes,no,3,1,1,1,1,2,0,11,12,9
17019,GP,F,15,U,LE3,T,4,3,services,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,4,1,1,5,3,3,13,12,10
17020,GP,M,16,U,GT3,A,3,1,other,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,5,1,1,3,1,4,0,11,18,9
17021,MS,F,17,U,GT3,A,2,1,health,at_home,home,father,2,1,0,yes,no,yes,yes,yes,yes,yes,no,4,3,1,4,3,4,0,10,12,9
17022,MS,F,15,U,GT3,T,4,2,at_home,services,home,other,3,3,0,no,no,no,yes,yes,yes,yes,no,5,0,2,1,3,4,12,10,11,10
17023,MS,F,14,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,no,no,no,no,4,1,4,2,1,3,3,12,6,8
17024,MS,F,16,U,GT3,T,1,0,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,2,4,6,3,4,0,15,15,8
17025,MS,M,14,U,GT3,T,0,4,other,at_home,other,father,0,2,0,no,no,no,no,yes,yes,yes,no,4,5,2,0,5,4,0,18,12,9
17026,MS,M,17,R,GT3,T,3,1,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,1,5,11,13,9
17027,GP,F,16,R,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,no,yes,no,4,1,3,1,1,3,1,12,13,8
17028,GP,M,14,U,GT3,T,2,2,teacher,at_home,other,mother,1,4,0,no,no,yes,no,yes,yes,yes,no,3,3,1,6,1,4,0,14,10,13
17029,GP,M,16,R,LE3,T,3,1,services,teacher,reputation,mother,1,2,0,no,no,yes,no,yes,no,yes,no,4,3,2,5,1,0,0,16,6,9
17030,MS,F,16,U,LE3,T,1,2,at_home,services,course,mother,5,2,0,no,yes,no,yes,yes,yes,yes,yes,3,3,4,3,3,1,4,14,10,9
17031,GP,F,19,U,GT3,T,2,1,other,other,course,other,2,0,1,no,yes,yes,no,yes,yes,no,no,4,1,5,1,3,2,1,12,17,8
17032,GP,F,14,U,GT3,T,2,2,other,teacher,other,mother,1,0,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,0,3,11,17,13,8
17033,GP,F,14,U,LE3,T,4,1,other,other,home,mother,0,3,0,no,yes,yes,no,yes,yes,yes,yes,5,3,0,1,1,4,1,14,13,11
17034,GP,M,16,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,3,2,1,3,4,2,8,13,9
17035,GP,M,15,R,LE3,A,3,2,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,1,2,2,3,0,13,16,9
17036,GP,F,16,U,LE3,T,0,1,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,2,1,2,4,3,0,11,7,8
17037,MS,F,17,R,LE3,T,2,4,services,at_home,course,mother,1,5,0,no,yes,no,yes,yes,no,yes,yes,5,2,0,1,5,4,1,16,11,17
17038,GP,F,14,R,GT3,T,1,1,at_home,health,course,father,1,2,0,no,yes,yes,yes,yes,no,yes,no,4,3,3,2,0,4,0,11,9,8
17039,MS,M,17,U,GT3,T,1,2,other,other,home,other,0,3,2,no,yes,no,yes,no,no,yes,yes,3,3,1,1,2,3,0,20,15,8
17040,GP,F,18,R,LE3,T,3,3,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,1,1,0,4,0,18,10,9
17041,MS,F,17,U,LE3,T,1,2,other,at_home,reputation,mother,3,1,0,no,yes,no,no,yes,no,yes,yes,4,2,2,2,3,4,0,15,16,8
17042,GP,F,14,U,GT3,T,4,1,other,other,course,father,1,3,0,no,yes,no,yes,yes,no,yes,yes,4,2,1,1,1,0,0,19,19,10
17043,GP,F,15,U,LE3,T,4,2,services,other,home,other,1,0,1,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,0,18,14,8
17044,GP,F,15,R,LE3,T,4,0,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,3,4,4,0,15,14,9
